index,0,1,2
26457,1.0,0,0.0
26458,1.0,0,0.0
26459,1.0,0,0.0
26460,1.0,0,0.0
26461,1.0,0,0.0
26462,1.0,0,0.0
26463,1.0,0,0.0
26464,1.0,0,0.0
26465,1.0,0,0.0
26466,1.0,0,0.0
26467,1.0,0,0.0
26468,1.0,0,0.0
26469,1.0,0,0.0
26470,1.0,0,0.0
26471,1.0,0,0.0
26472,1.0,0,0.0
26473,1.0,0,0.0
26474,1.0,0,0.0
26475,1.0,0,0.0
26476,1.0,0,0.0
26477,1.0,0,0.0
26478,1.0,0,0.0
26479,1.0,0,0.0
26480,1.0,0,0.0
26481,1.0,0,0.0
26482,0.0,0,1.0
26483,1.0,0,0.0
26484,1.0,0,0.0
26485,1.0,0,0.0
26486,1.0,0,0.0
26487,1.0,0,0.0
26488,1.0,0,0.0
26489,1.0,0,0.0
26490,1.0,0,0.0
26491,1.0,0,0.0
26492,1.0,0,0.0
26493,1.0,0,0.0
26494,1.0,0,0.0
26495,1.0,0,0.0
26496,1.0,0,0.0
26497,1.0,0,0.0
26498,1.0,0,0.0
26499,1.0,0,0.0
26500,1.0,0,0.0
26501,1.0,0,0.0
26502,1.0,0,0.0
26503,1.0,0,0.0
26504,1.0,0,0.0
26505,1.0,0,0.0
26506,1.0,0,0.0
26507,1.0,0,0.0
26508,1.0,0,0.0
26509,1.0,0,0.0
26510,1.0,0,0.0
26511,1.0,0,0.0
26512,1.0,0,0.0
26513,1.0,0,0.0
26514,1.0,0,0.0
26515,0.0,0,1.0
26516,1.0,0,0.0
26517,1.0,0,0.0
26518,1.0,0,0.0
26519,1.0,0,0.0
26520,1.0,0,0.0
26521,1.0,0,0.0
26522,1.0,0,0.0
26523,1.0,0,0.0
26524,1.0,0,0.0
26525,1.0,0,0.0
26526,1.0,0,0.0
26527,1.0,0,0.0
26528,1.0,0,0.0
26529,1.0,0,0.0
26530,1.0,0,0.0
26531,1.0,0,0.0
26532,1.0,0,0.0
26533,1.0,0,0.0
26534,1.0,0,0.0
26535,1.0,0,0.0
26536,1.0,0,0.0
26537,1.0,0,0.0
26538,1.0,0,0.0
26539,1.0,0,0.0
26540,1.0,0,0.0
26541,1.0,0,0.0
26542,1.0,0,0.0
26543,0.0,0,1.0
26544,1.0,0,0.0
26545,1.0,0,0.0
26546,1.0,0,0.0
26547,1.0,0,0.0
26548,1.0,0,0.0
26549,1.0,0,0.0
26550,1.0,0,0.0
26551,1.0,0,0.0
26552,1.0,0,0.0
26553,1.0,0,0.0
26554,1.0,0,0.0
26555,1.0,0,0.0
26556,1.0,0,0.0
26557,1.0,0,0.0
26558,1.0,0,0.0
26559,1.0,0,0.0
26560,1.0,0,0.0
26561,0.0,0,1.0
26562,1.0,0,0.0
26563,1.0,0,0.0
26564,1.0,0,0.0
26565,0.0,0,1.0
26566,1.0,0,0.0
26567,1.0,0,0.0
26568,1.0,0,0.0
26569,1.0,0,0.0
26570,1.0,0,0.0
26571,1.0,0,0.0
26572,1.0,0,0.0
26573,1.0,0,0.0
26574,1.0,0,0.0
26575,1.0,0,0.0
26576,1.0,0,0.0
26577,1.0,0,0.0
26578,0.0,0,1.0
26579,1.0,0,0.0
26580,0.0,0,1.0
26581,1.0,0,0.0
26582,1.0,0,0.0
26583,1.0,0,0.0
26584,1.0,0,0.0
26585,1.0,0,0.0
26586,1.0,0,0.0
26587,1.0,0,0.0
26588,1.0,0,0.0
26589,1.0,0,0.0
26590,1.0,0,0.0
26591,1.0,0,0.0
26592,1.0,0,0.0
26593,1.0,0,0.0
26594,1.0,0,0.0
26595,1.0,0,0.0
26596,1.0,0,0.0
26597,1.0,0,0.0
26598,1.0,0,0.0
26599,1.0,0,0.0
26600,1.0,0,0.0
26601,1.0,0,0.0
26602,1.0,0,0.0
26603,1.0,0,0.0
26604,1.0,0,0.0
26605,1.0,0,0.0
26606,1.0,0,0.0
26607,1.0,0,0.0
26608,1.0,0,0.0
26609,1.0,0,0.0
26610,1.0,0,0.0
26611,1.0,0,0.0
26612,1.0,0,0.0
26613,1.0,0,0.0
26614,1.0,0,0.0
26615,0.0,0,1.0
26616,1.0,0,0.0
26617,1.0,0,0.0
26618,1.0,0,0.0
26619,1.0,0,0.0
26620,1.0,0,0.0
26621,0.0,0,1.0
26622,1.0,0,0.0
26623,1.0,0,0.0
26624,1.0,0,0.0
26625,1.0,0,0.0
26626,1.0,0,0.0
26627,1.0,0,0.0
26628,1.0,0,0.0
26629,1.0,0,0.0
26630,1.0,0,0.0
26631,1.0,0,0.0
26632,1.0,0,0.0
26633,1.0,0,0.0
26634,1.0,0,0.0
26635,1.0,0,0.0
26636,1.0,0,0.0
26637,1.0,0,0.0
26638,1.0,0,0.0
26639,1.0,0,0.0
26640,1.0,0,0.0
26641,1.0,0,0.0
26642,1.0,0,0.0
26643,1.0,0,0.0
26644,1.0,0,0.0
26645,1.0,0,0.0
26646,1.0,0,0.0
26647,1.0,0,0.0
26648,1.0,0,0.0
26649,1.0,0,0.0
26650,1.0,0,0.0
26651,1.0,0,0.0
26652,1.0,0,0.0
26653,1.0,0,0.0
26654,1.0,0,0.0
26655,1.0,0,0.0
26656,0.0,0,1.0
26657,1.0,0,0.0
26658,1.0,0,0.0
26659,1.0,0,0.0
26660,1.0,0,0.0
26661,1.0,0,0.0
26662,1.0,0,0.0
26663,1.0,0,0.0
26664,1.0,0,0.0
26665,1.0,0,0.0
26666,0.0,0,1.0
26667,1.0,0,0.0
26668,0.0,0,1.0
26669,1.0,0,0.0
26670,0.0,0,1.0
26671,1.0,0,0.0
26672,1.0,0,0.0
26673,1.0,0,0.0
26674,1.0,0,0.0
26675,1.0,0,0.0
26676,1.0,0,0.0
26677,1.0,0,0.0
26678,1.0,0,0.0
26679,1.0,0,0.0
26680,0.0,0,1.0
26681,1.0,0,0.0
26682,1.0,0,0.0
26683,1.0,0,0.0
26684,1.0,0,0.0
26685,1.0,0,0.0
26686,1.0,0,0.0
26687,1.0,0,0.0
26688,1.0,0,0.0
26689,1.0,0,0.0
26690,1.0,0,0.0
26691,1.0,0,0.0
26692,1.0,0,0.0
26693,1.0,0,0.0
26694,1.0,0,0.0
26695,1.0,0,0.0
26696,1.0,0,0.0
26697,1.0,0,0.0
26698,1.0,0,0.0
26699,0.0,0,1.0
26700,0.0,0,1.0
26701,1.0,0,0.0
26702,0.0,0,1.0
26703,1.0,0,0.0
26704,1.0,0,0.0
26705,1.0,0,0.0
26706,1.0,0,0.0
26707,1.0,0,0.0
26708,1.0,0,0.0
26709,1.0,0,0.0
26710,1.0,0,0.0
26711,1.0,0,0.0
26712,1.0,0,0.0
26713,1.0,0,0.0
26714,1.0,0,0.0
26715,1.0,0,0.0
26716,1.0,0,0.0
26717,0.0,0,1.0
26718,1.0,0,0.0
26719,1.0,0,0.0
26720,1.0,0,0.0
26721,1.0,0,0.0
26722,1.0,0,0.0
26723,1.0,0,0.0
26724,0.0,0,1.0
26725,1.0,0,0.0
26726,1.0,0,0.0
26727,1.0,0,0.0
26728,1.0,0,0.0
26729,0.0,0,1.0
26730,1.0,0,0.0
26731,1.0,0,0.0
26732,1.0,0,0.0
26733,1.0,0,0.0
26734,1.0,0,0.0
26735,1.0,0,0.0
26736,1.0,0,0.0
26737,1.0,0,0.0
26738,1.0,0,0.0
26739,1.0,0,0.0
26740,1.0,0,0.0
26741,1.0,0,0.0
26742,1.0,0,0.0
26743,1.0,0,0.0
26744,0.0,0,1.0
26745,1.0,0,0.0
26746,1.0,0,0.0
26747,1.0,0,0.0
26748,1.0,0,0.0
26749,1.0,0,0.0
26750,1.0,0,0.0
26751,1.0,0,0.0
26752,1.0,0,0.0
26753,1.0,0,0.0
26754,1.0,0,0.0
26755,0.0,0,1.0
26756,0.0,0,1.0
26757,1.0,0,0.0
26758,1.0,0,0.0
26759,1.0,0,0.0
26760,1.0,0,0.0
26761,1.0,0,0.0
26762,1.0,0,0.0
26763,1.0,0,0.0
26764,1.0,0,0.0
26765,1.0,0,0.0
26766,1.0,0,0.0
26767,1.0,0,0.0
26768,1.0,0,0.0
26769,1.0,0,0.0
26770,1.0,0,0.0
26771,1.0,0,0.0
26772,1.0,0,0.0
26773,1.0,0,0.0
26774,1.0,0,0.0
26775,1.0,0,0.0
26776,1.0,0,0.0
26777,1.0,0,0.0
26778,1.0,0,0.0
26779,1.0,0,0.0
26780,1.0,0,0.0
26781,1.0,0,0.0
26782,1.0,0,0.0
26783,1.0,0,0.0
26784,1.0,0,0.0
26785,1.0,0,0.0
26786,0.0,0,1.0
26787,1.0,0,0.0
26788,1.0,0,0.0
26789,1.0,0,0.0
26790,1.0,0,0.0
26791,1.0,0,0.0
26792,1.0,0,0.0
26793,1.0,0,0.0
26794,1.0,0,0.0
26795,1.0,0,0.0
26796,1.0,0,0.0
26797,1.0,0,0.0
26798,1.0,0,0.0
26799,1.0,0,0.0
26800,1.0,0,0.0
26801,0.0,0,1.0
26802,1.0,0,0.0
26803,1.0,0,0.0
26804,0.0,0,1.0
26805,1.0,0,0.0
26806,1.0,0,0.0
26807,1.0,0,0.0
26808,0.0,0,1.0
26809,1.0,0,0.0
26810,1.0,0,0.0
26811,1.0,0,0.0
26812,1.0,0,0.0
26813,1.0,0,0.0
26814,1.0,0,0.0
26815,1.0,0,0.0
26816,1.0,0,0.0
26817,1.0,0,0.0
26818,1.0,0,0.0
26819,1.0,0,0.0
26820,1.0,0,0.0
26821,1.0,0,0.0
26822,1.0,0,0.0
26823,0.0,0,1.0
26824,1.0,0,0.0
26825,1.0,0,0.0
26826,1.0,0,0.0
26827,1.0,0,0.0
26828,1.0,0,0.0
26829,1.0,0,0.0
26830,1.0,0,0.0
26831,1.0,0,0.0
26832,1.0,0,0.0
26833,1.0,0,0.0
26834,1.0,0,0.0
26835,1.0,0,0.0
26836,1.0,0,0.0
26837,1.0,0,0.0
26838,1.0,0,0.0
26839,1.0,0,0.0
26840,1.0,0,0.0
26841,0.0,0,1.0
26842,1.0,0,0.0
26843,1.0,0,0.0
26844,1.0,0,0.0
26845,1.0,0,0.0
26846,1.0,0,0.0
26847,1.0,0,0.0
26848,1.0,0,0.0
26849,1.0,0,0.0
26850,1.0,0,0.0
26851,1.0,0,0.0
26852,1.0,0,0.0
26853,0.0,0,1.0
26854,1.0,0,0.0
26855,1.0,0,0.0
26856,1.0,0,0.0
26857,1.0,0,0.0
26858,1.0,0,0.0
26859,0.0,0,1.0
26860,1.0,0,0.0
26861,0.0,0,1.0
26862,1.0,0,0.0
26863,1.0,0,0.0
26864,0.0,0,1.0
26865,1.0,0,0.0
26866,1.0,0,0.0
26867,1.0,0,0.0
26868,1.0,0,0.0
26869,1.0,0,0.0
26870,1.0,0,0.0
26871,1.0,0,0.0
26872,1.0,0,0.0
26873,1.0,0,0.0
26874,1.0,0,0.0
26875,1.0,0,0.0
26876,1.0,0,0.0
26877,1.0,0,0.0
26878,1.0,0,0.0
26879,1.0,0,0.0
26880,1.0,0,0.0
26881,1.0,0,0.0
26882,1.0,0,0.0
26883,1.0,0,0.0
26884,1.0,0,0.0
26885,1.0,0,0.0
26886,1.0,0,0.0
26887,0.0,0,1.0
26888,1.0,0,0.0
26889,0.0,0,1.0
26890,1.0,0,0.0
26891,1.0,0,0.0
26892,1.0,0,0.0
26893,1.0,0,0.0
26894,1.0,0,0.0
26895,1.0,0,0.0
26896,1.0,0,0.0
26897,1.0,0,0.0
26898,1.0,0,0.0
26899,1.0,0,0.0
26900,1.0,0,0.0
26901,1.0,0,0.0
26902,1.0,0,0.0
26903,1.0,0,0.0
26904,1.0,0,0.0
26905,1.0,0,0.0
26906,0.0,0,1.0
26907,1.0,0,0.0
26908,1.0,0,0.0
26909,0.0,0,1.0
26910,1.0,0,0.0
26911,1.0,0,0.0
26912,1.0,0,0.0
26913,1.0,0,0.0
26914,1.0,0,0.0
26915,1.0,0,0.0
26916,1.0,0,0.0
26917,1.0,0,0.0
26918,1.0,0,0.0
26919,1.0,0,0.0
26920,1.0,0,0.0
26921,1.0,0,0.0
26922,1.0,0,0.0
26923,1.0,0,0.0
26924,1.0,0,0.0
26925,1.0,0,0.0
26926,1.0,0,0.0
26927,1.0,0,0.0
26928,1.0,0,0.0
26929,1.0,0,0.0
26930,1.0,0,0.0
26931,1.0,0,0.0
26932,1.0,0,0.0
26933,1.0,0,0.0
26934,0.0,0,1.0
26935,1.0,0,0.0
26936,1.0,0,0.0
26937,1.0,0,0.0
26938,1.0,0,0.0
26939,1.0,0,0.0
26940,1.0,0,0.0
26941,1.0,0,0.0
26942,1.0,0,0.0
26943,1.0,0,0.0
26944,1.0,0,0.0
26945,1.0,0,0.0
26946,1.0,0,0.0
26947,1.0,0,0.0
26948,1.0,0,0.0
26949,1.0,0,0.0
26950,1.0,0,0.0
26951,1.0,0,0.0
26952,1.0,0,0.0
26953,0.0,0,1.0
26954,1.0,0,0.0
26955,1.0,0,0.0
26956,1.0,0,0.0
26957,1.0,0,0.0
26958,1.0,0,0.0
26959,1.0,0,0.0
26960,1.0,0,0.0
26961,1.0,0,0.0
26962,1.0,0,0.0
26963,1.0,0,0.0
26964,1.0,0,0.0
26965,1.0,0,0.0
26966,1.0,0,0.0
26967,1.0,0,0.0
26968,1.0,0,0.0
26969,0.0,0,1.0
26970,1.0,0,0.0
26971,1.0,0,0.0
26972,1.0,0,0.0
26973,1.0,0,0.0
26974,1.0,0,0.0
26975,0.0,0,1.0
26976,0.0,0,1.0
26977,1.0,0,0.0
26978,1.0,0,0.0
26979,1.0,0,0.0
26980,1.0,0,0.0
26981,1.0,0,0.0
26982,1.0,0,0.0
26983,1.0,0,0.0
26984,1.0,0,0.0
26985,1.0,0,0.0
26986,1.0,0,0.0
26987,1.0,0,0.0
26988,1.0,0,0.0
26989,1.0,0,0.0
26990,1.0,0,0.0
26991,1.0,0,0.0
26992,0.0,0,1.0
26993,1.0,0,0.0
26994,1.0,0,0.0
26995,1.0,0,0.0
26996,1.0,0,0.0
26997,1.0,0,0.0
26998,1.0,0,0.0
26999,1.0,0,0.0
27000,1.0,0,0.0
27001,1.0,0,0.0
27002,1.0,0,0.0
27003,1.0,0,0.0
27004,0.0,0,1.0
27005,1.0,0,0.0
27006,1.0,0,0.0
27007,1.0,0,0.0
27008,1.0,0,0.0
27009,1.0,0,0.0
27010,1.0,0,0.0
27011,1.0,0,0.0
27012,1.0,0,0.0
27013,1.0,0,0.0
27014,1.0,0,0.0
27015,1.0,0,0.0
27016,1.0,0,0.0
27017,1.0,0,0.0
27018,1.0,0,0.0
27019,1.0,0,0.0
27020,1.0,0,0.0
27021,1.0,0,0.0
27022,1.0,0,0.0
27023,0.0,0,1.0
27024,1.0,0,0.0
27025,1.0,0,0.0
27026,1.0,0,0.0
27027,1.0,0,0.0
27028,1.0,0,0.0
27029,1.0,0,0.0
27030,1.0,0,0.0
27031,1.0,0,0.0
27032,1.0,0,0.0
27033,1.0,0,0.0
27034,1.0,0,0.0
27035,1.0,0,0.0
27036,1.0,0,0.0
27037,1.0,0,0.0
27038,1.0,0,0.0
27039,1.0,0,0.0
27040,1.0,0,0.0
27041,1.0,0,0.0
27042,1.0,0,0.0
27043,1.0,0,0.0
27044,1.0,0,0.0
27045,1.0,0,0.0
27046,1.0,0,0.0
27047,1.0,0,0.0
27048,1.0,0,0.0
27049,1.0,0,0.0
27050,1.0,0,0.0
27051,1.0,0,0.0
27052,1.0,0,0.0
27053,1.0,0,0.0
27054,1.0,0,0.0
27055,1.0,0,0.0
27056,1.0,0,0.0
27057,1.0,0,0.0
27058,1.0,0,0.0
27059,0.0,0,1.0
27060,1.0,0,0.0
27061,1.0,0,0.0
27062,1.0,0,0.0
27063,1.0,0,0.0
27064,1.0,0,0.0
27065,1.0,0,0.0
27066,1.0,0,0.0
27067,1.0,0,0.0
27068,1.0,0,0.0
27069,0.0,0,1.0
27070,1.0,0,0.0
27071,1.0,0,0.0
27072,1.0,0,0.0
27073,1.0,0,0.0
27074,1.0,0,0.0
27075,1.0,0,0.0
27076,1.0,0,0.0
27077,1.0,0,0.0
27078,1.0,0,0.0
27079,1.0,0,0.0
27080,1.0,0,0.0
27081,1.0,0,0.0
27082,1.0,0,0.0
27083,1.0,0,0.0
27084,1.0,0,0.0
27085,1.0,0,0.0
27086,1.0,0,0.0
27087,0.0,0,1.0
27088,1.0,0,0.0
27089,1.0,0,0.0
27090,1.0,0,0.0
27091,1.0,0,0.0
27092,0.0,0,1.0
27093,1.0,0,0.0
27094,1.0,0,0.0
27095,0.0,0,1.0
27096,1.0,0,0.0
27097,1.0,0,0.0
27098,1.0,0,0.0
27099,1.0,0,0.0
27100,1.0,0,0.0
27101,1.0,0,0.0
27102,1.0,0,0.0
27103,1.0,0,0.0
27104,1.0,0,0.0
27105,0.0,0,1.0
27106,1.0,0,0.0
27107,1.0,0,0.0
27108,1.0,0,0.0
27109,1.0,0,0.0
27110,1.0,0,0.0
27111,1.0,0,0.0
27112,1.0,0,0.0
27113,1.0,0,0.0
27114,1.0,0,0.0
27115,1.0,0,0.0
27116,1.0,0,0.0
27117,1.0,0,0.0
27118,1.0,0,0.0
27119,1.0,0,0.0
27120,1.0,0,0.0
27121,1.0,0,0.0
27122,0.0,0,1.0
27123,1.0,0,0.0
27124,0.0,0,1.0
27125,1.0,0,0.0
27126,0.0,0,1.0
27127,1.0,0,0.0
27128,1.0,0,0.0
27129,1.0,0,0.0
27130,1.0,0,0.0
27131,1.0,0,0.0
27132,1.0,0,0.0
27133,1.0,0,0.0
27134,1.0,0,0.0
27135,1.0,0,0.0
27136,1.0,0,0.0
27137,1.0,0,0.0
27138,1.0,0,0.0
27139,1.0,0,0.0
27140,1.0,0,0.0
27141,1.0,0,0.0
27142,1.0,0,0.0
27143,1.0,0,0.0
27144,0.0,0,1.0
27145,1.0,0,0.0
27146,1.0,0,0.0
27147,1.0,0,0.0
27148,1.0,0,0.0
27149,1.0,0,0.0
27150,1.0,0,0.0
27151,1.0,0,0.0
27152,1.0,0,0.0
27153,1.0,0,0.0
27154,1.0,0,0.0
27155,1.0,0,0.0
27156,1.0,0,0.0
27157,1.0,0,0.0
27158,1.0,0,0.0
27159,1.0,0,0.0
27160,1.0,0,0.0
27161,1.0,0,0.0
27162,1.0,0,0.0
27163,1.0,0,0.0
27164,0.0,0,1.0
27165,1.0,0,0.0
27166,1.0,0,0.0
27167,1.0,0,0.0
27168,1.0,0,0.0
27169,1.0,0,0.0
27170,1.0,0,0.0
27171,1.0,0,0.0
27172,1.0,0,0.0
27173,1.0,0,0.0
27174,1.0,0,0.0
27175,1.0,0,0.0
27176,1.0,0,0.0
27177,1.0,0,0.0
27178,1.0,0,0.0
27179,1.0,0,0.0
27180,1.0,0,0.0
27181,1.0,0,0.0
27182,1.0,0,0.0
27183,1.0,0,0.0
27184,1.0,0,0.0
27185,1.0,0,0.0
27186,0.0,0,1.0
27187,1.0,0,0.0
27188,1.0,0,0.0
27189,1.0,0,0.0
27190,1.0,0,0.0
27191,1.0,0,0.0
27192,1.0,0,0.0
27193,1.0,0,0.0
27194,1.0,0,0.0
27195,1.0,0,0.0
27196,1.0,0,0.0
27197,1.0,0,0.0
27198,1.0,0,0.0
27199,1.0,0,0.0
27200,1.0,0,0.0
27201,1.0,0,0.0
27202,1.0,0,0.0
27203,1.0,0,0.0
27204,1.0,0,0.0
27205,1.0,0,0.0
27206,1.0,0,0.0
27207,1.0,0,0.0
27208,1.0,0,0.0
27209,1.0,0,0.0
27210,1.0,0,0.0
27211,1.0,0,0.0
27212,1.0,0,0.0
27213,1.0,0,0.0
27214,1.0,0,0.0
27215,1.0,0,0.0
27216,1.0,0,0.0
27217,1.0,0,0.0
27218,1.0,0,0.0
27219,1.0,0,0.0
27220,1.0,0,0.0
27221,1.0,0,0.0
27222,1.0,0,0.0
27223,1.0,0,0.0
27224,1.0,0,0.0
27225,1.0,0,0.0
27226,1.0,0,0.0
27227,1.0,0,0.0
27228,1.0,0,0.0
27229,1.0,0,0.0
27230,1.0,0,0.0
27231,1.0,0,0.0
27232,1.0,0,0.0
27233,1.0,0,0.0
27234,1.0,0,0.0
27235,1.0,0,0.0
27236,1.0,0,0.0
27237,1.0,0,0.0
27238,1.0,0,0.0
27239,1.0,0,0.0
27240,1.0,0,0.0
27241,1.0,0,0.0
27242,1.0,0,0.0
27243,1.0,0,0.0
27244,1.0,0,0.0
27245,0.0,0,1.0
27246,1.0,0,0.0
27247,1.0,0,0.0
27248,1.0,0,0.0
27249,1.0,0,0.0
27250,1.0,0,0.0
27251,1.0,0,0.0
27252,1.0,0,0.0
27253,1.0,0,0.0
27254,1.0,0,0.0
27255,1.0,0,0.0
27256,1.0,0,0.0
27257,1.0,0,0.0
27258,1.0,0,0.0
27259,1.0,0,0.0
27260,1.0,0,0.0
27261,1.0,0,0.0
27262,1.0,0,0.0
27263,1.0,0,0.0
27264,1.0,0,0.0
27265,1.0,0,0.0
27266,1.0,0,0.0
27267,1.0,0,0.0
27268,1.0,0,0.0
27269,1.0,0,0.0
27270,1.0,0,0.0
